order_id,customer_id,customer_name,prod_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
1389,263,Fred Goodman,2,Mouse,Accessories,Credit,3,75,4/7/2021 19:51,South Korea,Seoul,BuyOurStuff.com,1389,Y,
1390,72,Bee Oconnor,9,Cell Phone,Mobile Device,Crypto,1,950,4/7/2021 21:31,Argentina,Buenos Aires,BuyOurStuff.com,1390,Y,
1391,650,Teriann Stone,9,Cell Phone,Mobile Device,Debit,3,950,4/7/2021 23:14,Brazil,Rio de Janeiro,BuyOurStuff.com,1391,Y,
1392,620,Sheree Clark,8,Tablet,Mobile Device,Crypto,1,450,4/8/2021 1:00,Japan,Tokyo,BuyOurStuff.com,1392,Y,
1393,119,Cassandra Atkinson,3,Keyboard,Accessories,Credit,1,100,4/8/2021 1:40,Colombia,Bogotá,BuyOurStuff.com,1393,Y,
1394,313,Ileana Ruiz,7,Desk,Home & Office,Pay-Pal,2,150,4/8/2021 1:53,Brazil,Rio de Janeiro,BuyOurStuff.com,1394,Y,
1395,107,Candy Li,7,Desk,Home & Office,Credit,3,150,4/8/2021 2:38,Germany,Berlin,BuyOurStuff.com,1395,Y,
1396,65,Averyl Malone,1,Headphones,Accessories,Pay-Pal,1,150,4/8/2021 6:14,India,Delhi,BuyOurStuff.com,1396,Y,
1397,285,Gloria Meyers,5,Laptop,Computer,Pay-Pal,3,1000,4/8/2021 6:21,Japan,Tokyo,BuyOurStuff.com,1397,Y,
1398,684,Vonny Cruz,3,Keyboard,Accessories,Crypto,1,100,4/8/2021 7:31,United Kingdom,London,BuyOurStuff.com,1398,N,Insufficient funds
1399,226,Elsie Peters,4,Desktop,Computer,Debit,1,750,4/8/2021 8:00,Peru,Lima,BuyOurStuff.com,1399,Y,
1400,666,Trudie Burnett,8,Tablet,Mobile Device,Debit,3,450,4/8/2021 8:45,Germany,Berlin,BuyOurStuff.com,1400,N,Insufficient funds
1401,533,Noelle Lawrence,3,Keyboard,Accessories,Pay-Pal,3,100,4/8/2021 9:56,Mexico,Mexico City,BuyOurStuff.com,1401,Y,
1402,613,Sharai Mitchell,9,Cell Phone,Mobile Device,Pay-Pal,2,950,4/8/2021 11:20,China,Beijing,BuyOurStuff.com,1402,Y,
1403,153,Concettina Singleton,7,Desk,Home & Office,Pay-Pal,3,150,4/8/2021 14:30,China,Beijing,BuyOurStuff.com,1403,Y,
1404,456,Maisey Armstrong,2,Mouse,Accessories,Crypto,2,75,4/8/2021 15:05,United States,New York,BuyOurStuff.com,1404,N,Incorrect Payment Information
1405,136,Cherrita Bauer,4,Desktop,Computer,Crypto,3,750,4/8/2021 16:19,China,Beijing,BuyOurStuff.com,1405,Y,
1406,159,Corina Burgess,5,Laptop,Computer,Credit,2,1000,4/8/2021 20:45,United States,New York,BuyOurStuff.com,1406,Y,
1407,137,Chickie Charles,3,Keyboard,Accessories,Pay-Pal,3,100,4/8/2021 20:56,South Korea,Seoul,BuyOurStuff.com,1407,Y,
1408,307,Hettie Mathews,3,Keyboard,Accessories,Credit,1,100,4/8/2021 21:26,Japan,Tokyo,BuyOurStuff.com,1408,Y,
1409,66,Ayn Ramsey,2,Mouse,Accessories,Debit,2,75,4/8/2021 21:47,United Kingdom,London,BuyOurStuff.com,1409,Y,
1410,285,Gloria Meyers,9,Cell Phone,Mobile Device,Pay-Pal,3,950,4/8/2021 23:37,Japan,Tokyo,BuyOurStuff.com,1410,Y,
1411,532,Nita Foley,3,Keyboard,Accessories,Crypto,1,100,4/9/2021 0:05,Japan,Tokyo,BuyOurStuff.com,1411,Y,
1412,442,Lucille Romero,5,Laptop,Computer,Debit,2,1000,4/9/2021 1:15,France,Paris,BuyOurStuff.com,1412,Y,
1413,298,Hannis Koch,2,Mouse,Accessories,Debit,1,75,4/9/2021 1:28,Peru,Lima,BuyOurStuff.com,1413,Y,
1414,541,Olwen Vargas,9,Cell Phone,Mobile Device,Pay-Pal,2,950,4/9/2021 2:35,India,Delhi,BuyOurStuff.com,1414,Y,
1415,419,Letizia Petersen,5,Laptop,Computer,Credit,2,1000,4/9/2021 3:26,France,Paris,BuyOurStuff.com,1415,Y,
1416,352,Jolyn Parker,1,Headphones,Accessories,Crypto,2,150,4/9/2021 4:54,India,Delhi,BuyOurStuff.com,1416,Y,
1417,449,Lyssa Berry,8,Tablet,Mobile Device,Pay-Pal,1,450,4/9/2021 5:46,India,Delhi,BuyOurStuff.com,1417,Y,
1418,107,Candy Li,7,Desk,Home & Office,Credit,1,150,4/9/2021 6:06,Germany,Berlin,BuyOurStuff.com,1418,Y,
1419,585,Romona Navarro,5,Laptop,Computer,Pay-Pal,2,1000,4/9/2021 12:21,China,Beijing,BuyOurStuff.com,1419,Y,
1420,91,Bobbi Collins,5,Laptop,Computer,Credit,2,1000,4/9/2021 18:42,Spain,Madrid,BuyOurStuff.com,1420,Y,
1421,63,Aurelie Trujillo,2,Mouse,Accessories,Credit,2,75,4/9/2021 21:10,Thailand,Bangkok,BuyOurStuff.com,1421,Y,
1422,164,Cristabel Washington,1,Headphones,Accessories,Crypto,1,150,4/9/2021 21:53,South Korea,Seoul,BuyOurStuff.com,1422,Y,
1423,682,Vivia Cardenas,1,Headphones,Accessories,Debit,2,150,4/9/2021 23:12,France,Paris,BuyOurStuff.com,1423,Y,
1424,194,Diena Zavala,5,Laptop,Computer,Debit,2,1000,4/9/2021 23:49,Peru,Lima,BuyOurStuff.com,1424,Y,
1425,161,Correy Massey,6,Chair,Home & Office,Pay-Pal,3,80,4/10/2021 2:40,Colombia,Bogotá,BuyOurStuff.com,1425,Y,
1426,570,Rayna Lyons,9,Cell Phone,Mobile Device,Debit,2,950,4/10/2021 5:25,Argentina,Buenos Aires,BuyOurStuff.com,1426,Y,
1427,479,Mary Garner,1,Headphones,Accessories,Credit,3,150,4/10/2021 5:28,Germany,Berlin,BuyOurStuff.com,1427,Y,
1428,442,Lucille Romero,6,Chair,Home & Office,Debit,2,80,4/10/2021 8:10,France,Paris,BuyOurStuff.com,1428,Y,
1429,673,Vanessa Garza,4,Desktop,Computer,Pay-Pal,1,750,4/10/2021 8:15,Japan,Tokyo,BuyOurStuff.com,1429,Y,
1430,553,Penelopa Spencer,9,Cell Phone,Mobile Device,Pay-Pal,1,950,4/10/2021 10:26,Spain,Madrid,BuyOurStuff.com,1430,Y,
1431,580,Rivalee Watson,4,Desktop,Computer,Crypto,3,750,4/10/2021 11:16,Mexico,Mexico City,BuyOurStuff.com,1431,N,Incorrect Payment Information
1432,417,Leontine Dillon,7,Desk,Home & Office,Pay-Pal,2,150,4/10/2021 11:27,Brazil,Rio de Janeiro,BuyOurStuff.com,1432,Y,
1433,518,Nananne Park,6,Chair,Home & Office,Debit,1,80,4/10/2021 13:03,United Kingdom,London,BuyOurStuff.com,1433,Y,
1434,31,Amelia Montgomery,6,Chair,Home & Office,Credit,1,80,4/10/2021 13:41,Thailand,Bangkok,BuyOurStuff.com,1434,Y,
1435,121,Catharine Lambert,9,Cell Phone,Mobile Device,Pay-Pal,3,950,4/10/2021 13:51,India,Delhi,BuyOurStuff.com,1435,Y,
1436,259,Florie Nicholson,8,Tablet,Mobile Device,Credit,3,450,4/10/2021 14:28,Germany,Berlin,BuyOurStuff.com,1436,Y,
1437,520,Nannie Torres,6,Chair,Home & Office,Crypto,1,80,4/10/2021 15:12,Mexico,Mexico City,BuyOurStuff.com,1437,Y,
1438,691,Winny Lang,8,Tablet,Mobile Device,Credit,2,450,4/10/2021 22:31,Peru,Lima,BuyOurStuff.com,1438,Y,
1439,272,Genovera Ellis,2,Mouse,Accessories,Crypto,2,75,4/10/2021 22:31,Japan,Tokyo,BuyOurStuff.com,1439,Y,
1440,651,Tersina Acevedo,3,Keyboard,Accessories,Credit,1,100,4/10/2021 22:42,Thailand,Bangkok,BuyOurStuff.com,1440,Y,
1441,128,Celisse Waters,7,Desk,Home & Office,Crypto,2,150,4/11/2021 4:49,Germany,Berlin,BuyOurStuff.com,1441,N,Insufficient funds
1442,619,Shell Zamora,9,Cell Phone,Mobile Device,Credit,2,950,4/11/2021 5:32,Argentina,Buenos Aires,BuyOurStuff.com,1442,Y,
1443,304,Helsa Aguilar,5,Laptop,Computer,Crypto,2,1000,4/11/2021 8:46,South Korea,Seoul,BuyOurStuff.com,1443,Y,
1444,454,Magdalena Juarez,3,Keyboard,Accessories,Debit,3,100,4/11/2021 9:21,Japan,Tokyo,BuyOurStuff.com,1444,Y,
1445,699,Zondra Wang,4,Desktop,Computer,Credit,3,750,4/11/2021 9:27,United Kingdom,London,BuyOurStuff.com,1445,Y,
1446,271,Genevra Adkins,3,Keyboard,Accessories,Credit,2,100,4/11/2021 10:50,United States,New York,BuyOurStuff.com,1446,Y,
1447,279,Gilda Mora,7,Desk,Home & Office,Credit,2,150,4/11/2021 12:13,United Kingdom,London,BuyOurStuff.com,1447,Y,
1448,62,Augustine Price,8,Tablet,Mobile Device,Debit,3,450,4/11/2021 12:27,United States,New York,BuyOurStuff.com,1448,Y,
1449,129,Chandra Wallace,2,Mouse,Accessories,Pay-Pal,2,75,4/11/2021 12:37,Colombia,Bogotá,BuyOurStuff.com,1449,Y,
1450,12,Aigneis Watts,2,Mouse,Accessories,Crypto,2,75,4/11/2021 13:22,Brazil,Rio de Janeiro,BuyOurStuff.com,1450,Y,
1451,460,Mara Little,2,Mouse,Accessories,Crypto,3,75,4/11/2021 14:33,Spain,Madrid,BuyOurStuff.com,1451,Y,
1452,325,Jacquetta Huynh,5,Laptop,Computer,Pay-Pal,2,1000,4/11/2021 15:54,India,Delhi,BuyOurStuff.com,1452,Y,
1453,642,Talya Freeman,4,Desktop,Computer,Debit,3,750,4/11/2021 16:30,Colombia,Bogotá,BuyOurStuff.com,1453,Y,
1454,684,Vonny Cruz,3,Keyboard,Accessories,Crypto,3,100,4/11/2021 21:11,United Kingdom,London,BuyOurStuff.com,1454,Y,
1455,293,Gusty Simpson,7,Desk,Home & Office,Pay-Pal,1,150,4/11/2021 21:48,Mexico,Mexico City,BuyOurStuff.com,1455,Y,
1456,41,Annabela Cohen,8,Tablet,Mobile Device,Pay-Pal,1,450,4/11/2021 22:27,Argentina,Buenos Aires,BuyOurStuff.com,1456,Y,
1457,71,Beatriz Davenport,8,Tablet,Mobile Device,Credit,3,450,4/12/2021 0:24,China,Beijing,BuyOurStuff.com,1457,Y,
1458,131,Charlena Sandoval,2,Mouse,Accessories,Credit,1,75,4/12/2021 2:49,Mexico,Mexico City,BuyOurStuff.com,1458,Y,
1459,554,Peri Cain,5,Laptop,Computer,Debit,2,1000,4/12/2021 4:55,Peru,Lima,BuyOurStuff.com,1459,Y,
1460,365,Kaja Flowers,4,Desktop,Computer,Pay-Pal,1,750,4/12/2021 5:03,Japan,Tokyo,BuyOurStuff.com,1460,Y,
1461,383,Keelia Miles,9,Cell Phone,Mobile Device,Credit,3,950,4/12/2021 5:09,United Kingdom,London,BuyOurStuff.com,1461,Y,
1462,228,Elyssa Cox,9,Cell Phone,Mobile Device,Crypto,1,950,4/12/2021 5:59,Peru,Lima,BuyOurStuff.com,1462,Y,
1463,115,Carolina Campos,7,Desk,Home & Office,Credit,3,150,4/12/2021 6:00,Mexico,Mexico City,BuyOurStuff.com,1463,Y,
1464,298,Hannis Koch,9,Cell Phone,Mobile Device,Debit,1,950,4/12/2021 7:51,Peru,Lima,BuyOurStuff.com,1464,Y,
1465,10,Agathe Fisher,2,Mouse,Accessories,Debit,1,75,4/12/2021 9:52,France,Paris,BuyOurStuff.com,1465,Y,
1466,193,Dianemarie Hale,9,Cell Phone,Mobile Device,Pay-Pal,2,950,4/12/2021 11:34,United States,New York,BuyOurStuff.com,1466,Y,
1467,77,Bernardine Figueroa,3,Keyboard,Accessories,Pay-Pal,1,100,4/12/2021 13:20,Argentina,Buenos Aires,BuyOurStuff.com,1467,Y,
1468,178,Daryl Diaz,8,Tablet,Mobile Device,Debit,1,450,4/12/2021 13:32,United States,New York,BuyOurStuff.com,1468,Y,
1469,137,Chickie Charles,1,Headphones,Accessories,Pay-Pal,1,150,4/12/2021 14:39,South Korea,Seoul,BuyOurStuff.com,1469,Y,
1470,518,Nananne Park,8,Tablet,Mobile Device,Debit,1,450,4/12/2021 15:58,United Kingdom,London,BuyOurStuff.com,1470,Y,
1471,52,Ardys Logan,6,Chair,Home & Office,Crypto,2,80,4/12/2021 17:11,United States,New York,BuyOurStuff.com,1471,Y,
1472,590,Rosanne Mcbride,1,Headphones,Accessories,Debit,1,150,4/12/2021 18:00,Germany,Berlin,BuyOurStuff.com,1472,Y,
1473,83,Bettine Montoya,2,Mouse,Accessories,Credit,3,75,4/12/2021 18:08,United Kingdom,London,BuyOurStuff.com,1473,Y,
1474,3,Ada Gray,3,Keyboard,Accessories,Credit,2,100,4/12/2021 18:34,France,Paris,BuyOurStuff.com,1474,Y,
1475,500,Micheline Bowman,8,Tablet,Mobile Device,Crypto,2,450,4/12/2021 21:34,China,Beijing,BuyOurStuff.com,1475,Y,
1476,380,Katleen Wise,8,Tablet,Mobile Device,Crypto,1,450,4/12/2021 23:20,France,Paris,BuyOurStuff.com,1476,Y,
1477,636,Susan Abbott,6,Chair,Home & Office,Crypto,1,80,4/13/2021 0:03,Peru,Lima,BuyOurStuff.com,1477,Y,
1478,337,Jenilee Townsend,9,Cell Phone,Mobile Device,Pay-Pal,2,950,4/13/2021 1:57,Spain,Madrid,BuyOurStuff.com,1478,Y,
1479,526,Nerta Rhodes,4,Desktop,Computer,Debit,1,750,4/13/2021 2:20,India,Delhi,BuyOurStuff.com,1479,Y,
1480,276,Gerrie Harper,3,Keyboard,Accessories,Crypto,2,100,4/13/2021 5:39,Germany,Berlin,BuyOurStuff.com,1480,Y,
1481,77,Bernardine Figueroa,3,Keyboard,Accessories,Pay-Pal,2,100,4/13/2021 6:14,Argentina,Buenos Aires,BuyOurStuff.com,1481,Y,
1482,209,Dulce Simon,3,Keyboard,Accessories,Pay-Pal,3,100,4/13/2021 7:51,Mexico,Mexico City,BuyOurStuff.com,1482,Y,
1483,121,Catharine Lambert,4,Desktop,Computer,Pay-Pal,1,750,4/13/2021 11:12,India,Delhi,BuyOurStuff.com,1483,Y,
1484,385,Kelly Le,9,Cell Phone,Mobile Device,Pay-Pal,2,950,4/13/2021 11:19,Japan,Tokyo,BuyOurStuff.com,1484,Y,
1485,176,Dari Velez,7,Desk,Home & Office,Crypto,1,150,4/13/2021 12:35,Mexico,Mexico City,BuyOurStuff.com,1485,Y,
1486,691,Winny Lang,5,Laptop,Computer,Credit,2,1000,4/13/2021 12:55,Peru,Lima,BuyOurStuff.com,1486,Y,
1487,125,Cecile Martin,5,Laptop,Computer,Pay-Pal,2,1000,4/13/2021 13:13,China,Beijing,BuyOurStuff.com,1487,Y,
1488,441,Luci Ali,9,Cell Phone,Mobile Device,Pay-Pal,2,950,4/13/2021 18:41,France,Paris,BuyOurStuff.com,1488,Y,
1489,374,Kary Sharp,2,Mouse,Accessories,Debit,1,75,4/13/2021 20:35,United States,New York,BuyOurStuff.com,1489,Y,
1490,175,Darci Shaw,7,Desk,Home & Office,Credit,1,150,4/13/2021 20:59,Thailand,Bangkok,BuyOurStuff.com,1490,Y,
1491,120,Cassondra Liu,6,Chair,Home & Office,Crypto,3,80,4/13/2021 21:32,China,Beijing,BuyOurStuff.com,1491,Y,
1492,127,Celestyna Mcgee,4,Desktop,Computer,Credit,1,750,4/14/2021 7:11,Brazil,Rio de Janeiro,BuyOurStuff.com,1492,Y,
1493,360,Juliane Pope,1,Headphones,Accessories,Crypto,2,150,4/14/2021 7:57,Argentina,Buenos Aires,BuyOurStuff.com,1493,N,Insufficient funds
1494,644,Tamqrah Russell,2,Mouse,Accessories,Crypto,1,75,4/14/2021 8:41,China,Beijing,BuyOurStuff.com,1494,Y,
1495,214,Edee Larsen,9,Cell Phone,Mobile Device,Debit,1,950,4/14/2021 12:16,Peru,Lima,BuyOurStuff.com,1495,Y,
1496,82,Betta Hartman,6,Chair,Home & Office,Debit,1,80,4/14/2021 15:34,Peru,Lima,BuyOurStuff.com,1496,Y,
1497,665,Trixi Pearson,4,Desktop,Computer,Pay-Pal,2,750,4/14/2021 18:43,France,Paris,BuyOurStuff.com,1497,Y,
1498,283,Giustina Chambers,6,Chair,Home & Office,Credit,3,80,4/14/2021 21:47,Colombia,Bogotá,BuyOurStuff.com,1498,Y,
1499,456,Maisey Armstrong,8,Tablet,Mobile Device,Crypto,2,450,4/14/2021 22:07,United States,New York,BuyOurStuff.com,1499,Y,
1500,2,Abbie Osborne,3,Keyboard,Accessories,Debit,3,100,4/14/2021 22:24,Spain,Madrid,BuyOurStuff.com,1500,Y,
1501,517,Nadine Black,6,Chair,Home & Office,Pay-Pal,2,80,4/14/2021 22:40,Brazil,Rio de Janeiro,BuyOurStuff.com,1501,Y,
1502,530,Nicoli Herrera,9,Cell Phone,Mobile Device,Debit,1,950,4/15/2021 2:05,Thailand,Bangkok,BuyOurStuff.com,1502,Y,
1503,683,Viviene Myers,2,Mouse,Accessories,Credit,3,75,4/15/2021 2:45,India,Delhi,BuyOurStuff.com,1503,Y,
1504,580,Rivalee Watson,8,Tablet,Mobile Device,Crypto,2,450,4/15/2021 3:34,Mexico,Mexico City,BuyOurStuff.com,1504,Y,
1505,109,Carilyn Valdez,2,Mouse,Accessories,Pay-Pal,3,75,4/15/2021 6:01,China,Beijing,BuyOurStuff.com,1505,Y,
1506,570,Rayna Lyons,2,Mouse,Accessories,Debit,2,75,4/15/2021 6:11,Argentina,Buenos Aires,BuyOurStuff.com,1506,Y,
1507,376,Kate Chan,9,Cell Phone,Mobile Device,Crypto,3,950,4/15/2021 7:44,South Korea,Seoul,BuyOurStuff.com,1507,Y,
1508,294,Gwenneth Jimenez,6,Chair,Home & Office,Debit,1,80,4/15/2021 9:55,South Korea,Seoul,BuyOurStuff.com,1508,Y,
1509,592,Rosene Mccarthy,6,Chair,Home & Office,Crypto,1,80,4/15/2021 10:55,India,Delhi,BuyOurStuff.com,1509,Y,
1510,651,Tersina Acevedo,3,Keyboard,Accessories,Credit,1,100,4/15/2021 12:05,Thailand,Bangkok,BuyOurStuff.com,1510,Y,
1511,686,Wendi Christensen,5,Laptop,Computer,Debit,2,1000,4/15/2021 12:16,India,Delhi,BuyOurStuff.com,1511,Y,
1512,210,Dulcinea Delgado,2,Mouse,Accessories,Debit,1,75,4/15/2021 14:48,United Kingdom,London,BuyOurStuff.com,1512,Y,
1513,547,Pamella Sparks,8,Tablet,Mobile Device,Credit,1,450,4/15/2021 14:56,China,Beijing,BuyOurStuff.com,1513,Y,
1514,344,Jinny Mack,2,Mouse,Accessories,Crypto,1,75,4/15/2021 15:30,South Korea,Seoul,BuyOurStuff.com,1514,Y,
1515,243,Evaleen Rocha,2,Mouse,Accessories,Credit,2,75,4/15/2021 15:34,Colombia,Bogotá,BuyOurStuff.com,1515,Y,
1516,211,Dyann Murphy,9,Cell Phone,Mobile Device,Credit,2,950,4/15/2021 15:36,Colombia,Bogotá,BuyOurStuff.com,1516,Y,
1517,243,Evaleen Rocha,9,Cell Phone,Mobile Device,Credit,3,950,4/15/2021 15:40,Colombia,Bogotá,BuyOurStuff.com,1517,Y,
1518,260,Flory Choi,9,Cell Phone,Mobile Device,Crypto,2,950,4/15/2021 17:41,Brazil,Rio de Janeiro,BuyOurStuff.com,1518,Y,
1519,100,Brooks Gill,2,Mouse,Accessories,Crypto,2,75,4/15/2021 22:16,South Korea,Seoul,BuyOurStuff.com,1519,Y,
1520,577,Rhoda Hernandez,7,Desk,Home & Office,Pay-Pal,3,150,4/16/2021 4:18,Thailand,Bangkok,BuyOurStuff.com,1520,Y,
1521,138,Chloris Arroyo,9,Cell Phone,Mobile Device,Debit,1,950,4/16/2021 4:58,Mexico,Mexico City,BuyOurStuff.com,1521,Y,
1522,464,Margarette Collier,9,Cell Phone,Mobile Device,Crypto,3,950,4/16/2021 5:22,Spain,Madrid,BuyOurStuff.com,1522,Y,
1523,237,Ernesta Rowe,3,Keyboard,Accessories,Pay-Pal,1,100,4/16/2021 5:55,Japan,Tokyo,BuyOurStuff.com,1523,Y,
1524,681,Vita Daniel,9,Cell Phone,Mobile Device,Pay-Pal,2,950,4/16/2021 8:52,China,Beijing,BuyOurStuff.com,1524,Y,
1525,569,Raquela Paul,1,Headphones,Accessories,Pay-Pal,2,150,4/16/2021 9:28,Spain,Madrid,BuyOurStuff.com,1525,Y,
1526,680,Violet Terry,2,Mouse,Accessories,Crypto,3,75,4/16/2021 15:24,Peru,Lima,BuyOurStuff.com,1526,Y,
1527,536,Norine Acosta,9,Cell Phone,Mobile Device,Crypto,1,950,4/16/2021 15:44,France,Paris,BuyOurStuff.com,1527,Y,
1528,431,Livvyy Bush,7,Desk,Home & Office,Credit,3,150,4/17/2021 0:33,Brazil,Rio de Janeiro,BuyOurStuff.com,1528,Y,
1529,462,Marcy Adams,6,Chair,Home & Office,Debit,2,80,4/17/2021 0:34,South Korea,Seoul,BuyOurStuff.com,1529,Y,
1530,422,Libbie Villanueva,9,Cell Phone,Mobile Device,Debit,1,950,4/17/2021 5:39,Peru,Lima,BuyOurStuff.com,1530,Y,
1531,431,Livvyy Bush,3,Keyboard,Accessories,Credit,1,100,4/17/2021 6:31,Brazil,Rio de Janeiro,BuyOurStuff.com,1531,Y,
1532,126,Celene Munoz,7,Desk,Home & Office,Debit,2,150,4/17/2021 7:54,Germany,Berlin,BuyOurStuff.com,1532,N,Insufficient funds
1533,15,Alameda Graves,7,Desk,Home & Office,Credit,1,150,4/17/2021 8:09,Thailand,Bangkok,BuyOurStuff.com,1533,N,Insufficient funds
1534,536,Norine Acosta,1,Headphones,Accessories,Crypto,3,150,4/17/2021 10:16,France,Paris,BuyOurStuff.com,1534,Y,
1535,20,Alia Colon,2,Mouse,Accessories,Crypto,2,75,4/17/2021 13:05,Spain,Madrid,BuyOurStuff.com,1535,Y,
1536,653,Theodora French,7,Desk,Home & Office,Pay-Pal,1,150,4/17/2021 16:44,France,Paris,BuyOurStuff.com,1536,Y,
1537,462,Marcy Adams,6,Chair,Home & Office,Debit,2,80,4/17/2021 19:19,South Korea,Seoul,BuyOurStuff.com,1537,Y,
1538,626,Sindee Baldwin,3,Keyboard,Accessories,Debit,2,100,4/17/2021 22:11,Argentina,Buenos Aires,BuyOurStuff.com,1538,Y,
1539,285,Gloria Meyers,2,Mouse,Accessories,Pay-Pal,2,75,4/18/2021 2:19,Japan,Tokyo,BuyOurStuff.com,1539,Y,
1540,654,Therine Cortez,9,Cell Phone,Mobile Device,Debit,3,950,4/18/2021 3:14,Colombia,Bogotá,BuyOurStuff.com,1540,Y,
1541,612,Shannah Howell,2,Mouse,Accessories,Crypto,2,75,4/18/2021 10:00,United Kingdom,London,BuyOurStuff.com,1541,Y,
1542,139,Christal Vega,6,Chair,Home & Office,Credit,2,80,4/18/2021 10:38,Spain,Madrid,BuyOurStuff.com,1542,Y,
1543,195,Dione York,3,Keyboard,Accessories,Credit,1,100,4/18/2021 13:29,Germany,Berlin,BuyOurStuff.com,1543,Y,
1544,310,Hope Wyatt,9,Cell Phone,Mobile Device,Debit,1,950,4/18/2021 14:33,France,Paris,BuyOurStuff.com,1544,Y,
1545,631,Starla Zhang,3,Keyboard,Accessories,Credit,3,100,4/18/2021 15:20,France,Paris,BuyOurStuff.com,1545,Y,
1546,189,Dennie Franklin,3,Keyboard,Accessories,Pay-Pal,2,100,4/18/2021 23:09,China,Beijing,BuyOurStuff.com,1546,Y,
1547,149,Clementine Morrow,2,Mouse,Accessories,Pay-Pal,3,75,4/19/2021 0:47,South Korea,Seoul,BuyOurStuff.com,1547,Y,
1548,439,Lory Goodwin,6,Chair,Home & Office,Credit,1,80,4/19/2021 2:46,Japan,Tokyo,BuyOurStuff.com,1548,Y,
1549,130,Charissa King,4,Desktop,Computer,Debit,3,750,4/19/2021 4:48,United Kingdom,London,BuyOurStuff.com,1549,Y,
1550,165,Cristine Davidson,3,Keyboard,Accessories,Pay-Pal,1,100,4/19/2021 5:06,India,Delhi,BuyOurStuff.com,1550,Y,
1551,109,Carilyn Valdez,4,Desktop,Computer,Pay-Pal,2,750,4/19/2021 5:42,China,Beijing,BuyOurStuff.com,1551,Y,
1552,430,Lita Gonzalez,6,Chair,Home & Office,Debit,1,80,4/19/2021 5:46,South Korea,Seoul,BuyOurStuff.com,1552,Y,
1553,297,Hallie Nguyen,2,Mouse,Accessories,Pay-Pal,1,75,4/19/2021 11:27,Germany,Berlin,BuyOurStuff.com,1553,Y,
1554,75,Benita Duran,6,Chair,Home & Office,Credit,3,80,4/19/2021 12:48,India,Delhi,BuyOurStuff.com,1554,Y,
1555,355,Josephine Coleman,6,Chair,Home & Office,Credit,3,80,4/19/2021 15:21,Spain,Madrid,BuyOurStuff.com,1555,Y,
1556,485,Max Wheeler,7,Desk,Home & Office,Pay-Pal,2,150,4/19/2021 17:30,Colombia,Bogotá,BuyOurStuff.com,1556,Y,
1557,683,Viviene Myers,8,Tablet,Mobile Device,Credit,2,450,4/19/2021 17:40,India,Delhi,BuyOurStuff.com,1557,Y,
1558,200,Donnie Pierce,7,Desk,Home & Office,Crypto,1,150,4/19/2021 19:30,United States,New York,BuyOurStuff.com,1558,Y,
1559,546,Ottilie Woods,7,Desk,Home & Office,Debit,1,150,4/19/2021 19:34,Argentina,Buenos Aires,BuyOurStuff.com,1559,N,Insufficient funds
1560,652,Thalia Burton,9,Cell Phone,Mobile Device,Crypto,1,950,4/19/2021 19:50,United Kingdom,London,BuyOurStuff.com,1560,Y,
1561,311,Hyacinthe Hill,4,Desktop,Computer,Credit,1,750,4/19/2021 20:07,United Kingdom,London,BuyOurStuff.com,1561,Y,
1562,613,Sharai Mitchell,6,Chair,Home & Office,Pay-Pal,1,80,4/20/2021 0:51,China,Beijing,BuyOurStuff.com,1562,Y,
1563,330,Janey Guerrero,3,Keyboard,Accessories,Debit,1,100,4/20/2021 1:06,South Korea,Seoul,BuyOurStuff.com,1563,Y,
1564,372,Karly Morgan,2,Mouse,Accessories,Crypto,3,75,4/20/2021 1:17,Brazil,Rio de Janeiro,BuyOurStuff.com,1564,N,Incorrect Payment Information
1565,396,Kore Hood,7,Desk,Home & Office,Crypto,3,150,4/20/2021 1:38,India,Delhi,BuyOurStuff.com,1565,Y,
1566,101,Brynna Fernandez,7,Desk,Home & Office,Pay-Pal,3,150,4/20/2021 5:07,Brazil,Rio de Janeiro,BuyOurStuff.com,1566,Y,
1567,168,Dacia Becker,1,Headphones,Accessories,Crypto,1,150,4/20/2021 8:12,South Korea,Seoul,BuyOurStuff.com,1567,Y,
1568,403,Lanae Henderson,7,Desk,Home & Office,Credit,1,150,4/20/2021 8:20,China,Beijing,BuyOurStuff.com,1568,N,Insufficient funds
1569,390,Kimberley Reynolds,7,Desk,Home & Office,Debit,3,150,4/20/2021 10:19,India,Delhi,BuyOurStuff.com,1569,Y,
1570,234,Eolanda James,5,Laptop,Computer,Debit,1,1000,4/20/2021 12:14,Germany,Berlin,BuyOurStuff.com,1570,Y,
1571,192,Di Khan,4,Desktop,Computer,Crypto,3,750,4/20/2021 14:17,India,Delhi,BuyOurStuff.com,1571,Y,
1572,654,Therine Cortez,2,Mouse,Accessories,Debit,3,75,4/20/2021 16:43,Colombia,Bogotá,BuyOurStuff.com,1572,Y,
1573,350,Johna Allison,2,Mouse,Accessories,Debit,2,75,4/20/2021 17:45,Brazil,Rio de Janeiro,BuyOurStuff.com,1573,Y,
1574,462,Marcy Adams,1,Headphones,Accessories,Debit,3,150,4/20/2021 23:52,South Korea,Seoul,BuyOurStuff.com,1574,N,Insufficient funds
